len,count,missing,max
892 , 6925 , 32 , 13918
893 , 6934 , 25 , 13922
894 , 6947 , 18 , 13934
895 , 6954 , 15 , 13942
896 , 6959 , 16 , 13954
897 , 6965 , 16 , 13966
898 , 6974 , 15 , 13982
899 , 6983 , 12 , 13994
900 , 6990 , 9 , 14002
901 , 6996 , 15 , 14026
902 , 7001 , 16 , 14038
903 , 7009 , 16 , 14054
904 , 7018 , 19 , 14078
905 , 7025 , 16 , 14086
906 , 7032 , 23 , 14114
907 , 7039 , 28 , 14138
908 , 7049 , 28 , 14158
909 , 7061 , 40 , 14206
910 , 7071 , 36 , 14218
911 , 7079 , 40 , 14242
912 , 7087 , 38 , 14254
913 , 7101 , 26 , 14258
914 , 7108 , 41 , 14302
915 , 7119 , 38 , 14318
916 , 7130 , 45 , 14354
917 , 7143 , 42 , 14374
918 , 7151 , 40 , 14386
919 , 7160 , 45 , 14414
920 , 7168 , 41 , 14422
921 , 7183 , 28 , 14426
922 , 7191 , 26 , 14438
923 , 7199 , 28 , 14458
924 , 7205 , 30 , 14474
925 , 7215 , 26 , 14486
926 , 7225 , 20 , 14494
927 , 7232 , 19 , 14506
928 , 7243 , 38 , 14566
929 , 7254 , 41 , 14594
930 , 7262 , 43 , 14614
931 , 7275 , 32 , 14618
932 , 7285 , 34 , 14642
933 , 7294 , 35 , 14662
934 , 7302 , 29 , 14666
935 , 7313 , 34 , 14698
936 , 7324 , 25 , 14702
937 , 7333 , 34 , 14738
938 , 7342 , 49 , 14786
939 , 7350 , 59 , 14822
940 , 7358 , 57 , 14834
941 , 7374 , 57 , 14866
942 , 7386 , 63 , 14902
943 , 7399 , 56 , 14914
944 , 7411 , 46 , 14918
945 , 7420 , 55 , 14954
946 , 7433 , 46 , 14962
947 , 7449 , 36 , 14974
948 , 7461 , 26 , 14978
949 , 7470 , 27 , 14998
950 , 7477 , 28 , 15014
951 , 7483 , 32 , 15034
952 , 7494 , 27 , 15046
953 , 7503 , 24 , 15058
954 , 7510 , 25 , 15074
955 , 7517 , 22 , 15082
956 , 7522 , 23 , 15094
957 , 7532 , 15 , 15098
958 , 7537 , 20 , 15118
959 , 7547 , 12 , 15122
960 , 7555 , 16 , 15146
961 , 7562 , 13 , 15154
962 , 7569 , 12 , 15166
963 , 7573 , 14 , 15178
964 , 7582 , 7 , 15182
965 , 7588 , 13 , 15206
966 , 7594 , 11 , 15214
967 , 7602 , 17 , 15242
968 , 7611 , 26 , 15278
969 , 7620 , 21 , 15286
970 , 7629 , 18 , 15298
971 , 7638 , 29 , 15338
972 , 7645 , 26 , 15346
973 , 7654 , 25 , 15362
974 , 7663 , 22 , 15374
975 , 7671 , 18 , 15382
976 , 7677 , 20 , 15398
977 , 7685 , 16 , 15406
978 , 7693 , 22 , 15434
979 , 7704 , 17 , 15446
980 , 7712 , 13 , 15454
981 , 7719 , 20 , 15482
982 , 7726 , 25 , 15506
983 , 7734 , 21 , 15514
984 , 7740 , 17 , 15518
985 , 7747 , 40 , 15578
986 , 7757 , 34 , 15586
987 , 7771 , 44 , 15634
988 , 7781 , 40 , 15646
989 , 7793 , 34 , 15658
990 , 7801 , 38 , 15682
991 , 7805 , 46 , 15706
992 , 7822 , 43 , 15734
993 , 7834 , 37 , 15746
994 , 7842 , 33 , 15754
995 , 7850 , 27 , 15758
996 , 7856 , 25 , 15766
997 , 7866 , 33 , 15802
998 , 7872 , 33 , 15814
999 , 7881 , 36 , 15838
1000 , 7895 , 30 , 15854
1001 , 7905 , 26 , 15866
1002 , 7910 , 25 , 15874
1003 , 7920 , 27 , 15898
1004 , 7931 , 18 , 15902
1005 , 7938 , 23 , 15926
1006 , 7947 , 44 , 15986
1007 , 7959 , 48 , 16018
1008 , 7971 , 38 , 16022
1009 , 7982 , 33 , 16034
1010 , 7995 , 42 , 16078
1011 , 8003 , 48 , 16106
1012 , 8014 , 43 , 16118
1013 , 8023 , 44 , 16138
1014 , 8038 , 41 , 16162
1015 , 8049 , 36 , 16174
1016 , 8059 , 28 , 16178
1017 , 8068 , 23 , 16186
1018 , 8076 , 23 , 16202
1019 , 8084 , 25 , 16222
1020 , 8091 , 24 , 16234
1021 , 8097 , 24 , 16246
1022 , 8104 , 41 , 16294
1023 , 8119 , 40 , 16322
1024 , 8130 , 35 , 16334
1025 , 8137 , 32 , 16342
1026 , 8150 , 27 , 16358
1027 , 8157 , 32 , 16382
1028 , 8168 , 39 , 16418
1029 , 8180 , 37 , 16438
1030 , 8188 , 31 , 16442
1031 , 8198 , 31 , 16462
1032 , 8206 , 25 , 16466
1033 , 8218 , 17 , 16474
1034 , 8223 , 18 , 16486
1035 , 8234 , 27 , 16526
1036 , 8244 , 23 , 16538
1037 , 8254 , 17 , 16546
1038 , 8264 , 21 , 16574
1039 , 8272 , 17 , 16582
1040 , 8278 , 13 , 16586
1041 , 8283 , 12 , 16594
1042 , 8290 , 19 , 16622
1043 , 8295 , 20 , 16634
1044 , 8303 , 24 , 16658
1045 , 8310 , 41 , 16706
1046 , 8323 , 38 , 16726
1047 , 8333 , 34 , 16738
1048 , 8341 , 34 , 16754
1049 , 8354 , 31 , 16774
1050 , 8364 , 23 , 16778
1051 , 8375 , 42 , 16838
1052 , 8386 , 35 , 16846
1053 , 8397 , 30 , 16858
1054 , 8407 , 22 , 16862
1055 , 8413 , 28 , 16886
1056 , 8423 , 22 , 16894
1057 , 8431 , 28 , 16922
1058 , 8439 , 26 , 16934
1059 , 8451 , 48 , 17002
1060 , 8463 , 48 , 17026
1061 , 8472 , 47 , 17042
1062 , 8481 , 44 , 17054
1063 , 8496 , 39 , 17074
1064 , 8507 , 30 , 17078
1065 , 8519 , 22 , 17086
1066 , 8528 , 33 , 17126
1067 , 8537 , 34 , 17146
1068 , 8545 , 34 , 17162
1069 , 8552 , 43 , 17194
1070 , 8561 , 36 , 17198
1071 , 8573 , 34 , 17218
1072 , 8581 , 40 , 17246
1073 , 8591 , 34 , 17254
1074 , 8603 , 24 , 17258
1075 , 8610 , 29 , 17282
1076 , 8618 , 27 , 17294
1077 , 8630 , 31 , 17326
1078 , 8639 , 28 , 17338
1079 , 8647 , 28 , 17354
1080 , 8657 , 22 , 17362
1081 , 8665 , 22 , 17378
1082 , 8674 , 17 , 17386
1083 , 8681 , 16 , 17398
1084 , 8688 , 17 , 17414
1085 , 8696 , 15 , 17426
1086 , 8700 , 17 , 17438
1087 , 8706 , 23 , 17462
1088 , 8711 , 24 , 17474
1089 , 8725 , 14 , 17482
1090 , 8733 , 12 , 17494
1091 , 8738 , 13 , 17506
1092 , 8745 , 14 , 17522
1093 , 8753 , 24 , 17558
1094 , 8762 , 19 , 17566
1095 , 8769 , 32 , 17606
1096 , 8778 , 27 , 17614
1097 , 8787 , 30 , 17638
1098 , 8796 , 23 , 17642
1099 , 8804 , 25 , 17662
1100 , 8812 , 23 , 17674
1101 , 8821 , 16 , 17678
1102 , 8828 , 19 , 17698
1103 , 8836 , 23 , 17722
1104 , 8845 , 16 , 17726
1105 , 8851 , 14 , 17734
1106 , 8860 , 25 , 17774
1107 , 8872 , 19 , 17786
1108 , 8881 , 40 , 17846
1109 , 8889 , 38 , 17858
1110 , 8901 , 30 , 17866
1111 , 8912 , 27 , 17882
1112 , 8923 , 26 , 17902
1113 , 8932 , 29 , 17926
1114 , 8941 , 26 , 17938
1115 , 8948 , 21 , 17942
1116 , 8956 , 41 , 17998
1117 , 8967 , 32 , 18002
1118 , 8975 , 30 , 18014
1119 , 8986 , 23 , 18022
1120 , 8994 , 17 , 18026
1121 , 9003 , 24 , 18058
1122 , 9010 , 29 , 18082
1123 , 9018 , 23 , 18086
1124 , 9025 , 22 , 18098
1125 , 9032 , 25 , 18118
1126 , 9044 , 21 , 18134
1127 , 9052 , 37 , 18182
1128 , 9060 , 41 , 18206
1129 , 9067 , 40 , 18218
1130 , 9073 , 52 , 18254
1131 , 9079 , 52 , 18266
1132 , 9095 , 40 , 18274
1133 , 9101 , 48 , 18302
1134 , 9109 , 46 , 18314
1135 , 9124 , 35 , 18322
1136 , 9139 , 32 , 18346
1137 , 9146 , 33 , 18362
1138 , 9153 , 32 , 18374
1139 , 9162 , 35 , 18398
1140 , 9173 , 28 , 18406
1141 , 9187 , 20 , 18418
1142 , 9196 , 23 , 18442
1143 , 9206 , 19 , 18454
1144 , 9210 , 27 , 18478
1145 , 9220 , 19 , 18482
1146 , 9226 , 29 , 18514
1147 , 9238 , 37 , 18554
1148 , 9248 , 31 , 18562
1149 , 9257 , 24 , 18566
1150 , 9266 , 25 , 18586
1151 , 9274 , 35 , 18622
1152 , 9286 , 31 , 18638
1153 , 9294 , 27 , 18646
1154 , 9305 , 30 , 18674
1155 , 9312 , 27 , 18682
1156 , 9323 , 18 , 18686
1157 , 9331 , 16 , 18698
1158 , 9339 , 30 , 18742
1159 , 9349 , 26 , 18754
1160 , 9359 , 30 , 18782
1161 , 9365 , 30 , 18794
1162 , 9373 , 28 , 18806
1163 , 9385 , 26 , 18826
1164 , 9393 , 24 , 18838
1165 , 9406 , 13 , 18842
1166 , 9414 , 15 , 18862
1167 , 9421 , 10 , 18866
1168 , 9429 , 6 , 18874
1169 , 9433 , 4 , 18878
1170 , 9440 , 19 , 18922
1171 , 9446 , 15 , 18926
1172 , 9453 , 12 , 18934
1173 , 9459 , 12 , 18946
1174 , 9465 , 12 , 18958
1175 , 9469 , 20 , 18982
1176 , 9473 , 22 , 18994
1177 , 9488 , 21 , 19022
1178 , 9493 , 26 , 19042
1179 , 9501 , 30 , 19066
1180 , 9506 , 31 , 19078
1181 , 9521 , 24 , 19094
1182 , 9527 , 22 , 19102
1183 , 9533 , 52 , 19174
1184 , 9549 , 50 , 19202
1185 , 9564 , 47 , 19226
1186 , 9575 , 42 , 19238
1187 , 9585 , 36 , 19246
1188 , 9594 , 33 , 19258
1189 , 9606 , 23 , 19262
1190 , 9615 , 26 , 19286
1191 , 9622 , 25 , 19298
1192 , 9631 , 28 , 19322
1193 , 9642 , 33 , 19354
1194 , 9648 , 29 , 19358
1195 , 9659 , 28 , 19378
1196 , 9666 , 29 , 19394
1197 , 9678 , 39 , 19438
1198 , 9690 , 29 , 19442
1199 , 9696 , 35 , 19466
1200 , 9703 , 34 , 19478
1201 , 9718 , 23 , 19486
1202 , 9727 , 20 , 19498
1203 , 9736 , 29 , 19534
1204 , 9744 , 23 , 19538
1205 , 9752 , 27 , 19562
1206 , 9759 , 26 , 19574
1207 , 9769 , 20 , 19582
1208 , 9778 , 23 , 19606
1209 , 9786 , 23 , 19622
1210 , 9795 , 20 , 19634
1211 , 9802 , 25 , 19658
1212 , 9811 , 20 , 19666
1213 , 9821 , 16 , 19678
1214 , 9830 , 19 , 19702
1215 , 9837 , 18 , 19714
1216 , 9845 , 12 , 19718
1217 , 9853 , 16 , 19742
1218 , 9860 , 21 , 19766
1219 , 9869 , 16 , 19774
1220 , 9875 , 24 , 19802
1221 , 9883 , 22 , 19814
1222 , 9893 , 28 , 19846
1223 , 9903 , 24 , 19858
1224 , 9910 , 19 , 19862
1225 , 9919 , 20 , 19882
1226 , 9926 , 21 , 19898
1227 , 9935 , 30 , 19934
1228 , 9943 , 28 , 19946
1229 , 9956 , 49 , 20014
1230 , 9965 , 42 , 20018
1231 , 9981 , 54 , 20074
1232 , 9990 , 47 , 20078
1233 , 10004 , 55 , 20122
1234 , 10016 , 49 , 20134
1235 , 10026 , 41 , 20138
1236 , 10037 , 40 , 20158
1237 , 10046 , 43 , 20182
1238 , 10058 , 33 , 20186
1239 , 10066 , 31 , 20198
1240 , 10075 , 26 , 20206
1241 , 10083 , 26 , 20222
1242 , 10095 , 36 , 20266
1243 , 10105 , 32 , 20278
1244 , 10114 , 25 , 20282
1245 , 10124 , 25 , 20302
1246 , 10132 , 25 , 20318
1247 , 10140 , 21 , 20326
1248 , 10148 , 19 , 20338
1249 , 10158 , 17 , 20354
1250 , 10162 , 17 , 20362
1251 , 10169 , 22 , 20386
1252 , 10174 , 35 , 20422
1253 , 10180 , 41 , 20446
1254 , 10196 , 45 , 20486
1255 , 10204 , 41 , 20494
1256 , 10210 , 41 , 20506
1257 , 10216 , 41 , 20518
1258 , 10232 , 33 , 20534
1259 , 10236 , 33 , 20542
1260 , 10248 , 23 , 20546
1261 , 10255 , 32 , 20578
1262 , 10261 , 38 , 20602
1263 , 10271 , 30 , 20606
1264 , 10278 , 33 , 20626
1265 , 10290 , 29 , 20642
1266 , 10297 , 32 , 20662
1267 , 10306 , 25 , 20666
1268 , 10316 , 19 , 20674
1269 , 10320 , 21 , 20686
1270 , 10332 , 23 , 20714
1271 , 10342 , 25 , 20738
1272 , 10351 , 38 , 20782
1273 , 10362 , 35 , 20798
1274 , 10373 , 52 , 20854
1275 , 10385 , 42 , 20858
1276 , 10394 , 37 , 20866
1277 , 10404 , 47 , 20906
1278 , 10415 , 40 , 20914
1279 , 10425 , 32 , 20918
1280 , 10431 , 30 , 20926
1281 , 10443 , 32 , 20954
1282 , 10450 , 35 , 20974
1283 , 10463 , 34 , 20998
1284 , 10472 , 27 , 21002
1285 , 10481 , 30 , 21026
1286 , 10490 , 37 , 21058
1287 , 10502 , 27 , 21062
1288 , 10510 , 47 , 21118
1289 , 10523 , 42 , 21134
1290 , 10532 , 55 , 21178
1291 , 10541 , 54 , 21194
1292 , 10554 , 45 , 21202
1293 , 10568 , 37 , 21214
1294 , 10577 , 34 , 21226
1295 , 10589 , 36 , 21254
1296 , 10596 , 33 , 21262
1297 , 10609 , 28 , 21278
1298 , 10617 , 32 , 21302
1299 , 10623 , 32 , 21314
1300 , 10633 , 28 , 21326
1301 , 10646 , 19 , 21334
1302 , 10654 , 31 , 21374
1303 , 10664 , 25 , 21382
1304 , 10675 , 32 , 21418
1305 , 10685 , 24 , 21422
1306 , 10693 , 28 , 21446
1307 , 10700 , 27 , 21458
1308 , 10709 , 22 , 21466
1309 , 10720 , 17 , 21478
1310 , 10727 , 24 , 21506
1311 , 10736 , 33 , 21542
1312 , 10746 , 33 , 21562
1313 , 10754 , 33 , 21578
1314 , 10761 , 36 , 21598
1315 , 10773 , 56 , 21662
1316 , 10784 , 51 , 21674
1317 , 10798 , 47 , 21694
1318 , 10811 , 40 , 21706
1319 , 10820 , 37 , 21718
1320 , 10832 , 27 , 21722
1321 , 10841 , 24 , 21734
1322 , 10855 , 26 , 21766
1323 , 10862 , 25 , 21778
1324 , 10870 , 19 , 21782
1325 , 10879 , 22 , 21806
1326 , 10887 , 20 , 21818
1327 , 10899 , 36 , 21874
1328 , 10906 , 31 , 21878
1329 , 10917 , 30 , 21898
1330 , 10926 , 29 , 21914
1331 , 10937 , 34 , 21946
1332 , 10948 , 29 , 21958
1333 , 10957 , 28 , 21974
1334 , 10965 , 26 , 21986
1335 , 10973 , 28 , 22006
1336 , 10981 , 44 , 22054
1337 , 10993 , 52 , 22094
1338 , 11003 , 52 , 22114
1339 , 11018 , 39 , 22118
1340 , 11028 , 39 , 22138
1341 , 11037 , 32 , 22142
1342 , 11046 , 35 , 22166
1343 , 11059 , 26 , 22174
1344 , 11067 , 24 , 22186
1345 , 11077 , 34 , 22226
1346 , 11082 , 33 , 22234
1347 , 11092 , 25 , 22238
1348 , 11101 , 28 , 22262
1349 , 11109 , 38 , 22298
1350 , 11122 , 35 , 22318
1351 , 11129 , 30 , 22322
1352 , 11139 , 30 , 22342
1353 , 11147 , 24 , 22346
1354 , 11157 , 18 , 22354
1355 , 11166 , 29 , 22394
1356 , 11179 , 32 , 22426
1357 , 11188 , 49 , 22478
1358 , 11200 , 41 , 22486
1359 , 11210 , 39 , 22502
1360 , 11223 , 32 , 22514
1361 , 11233 , 26 , 22522
1362 , 11242 , 29 , 22546
1363 , 11252 , 25 , 22558
1364 , 11261 , 24 , 22574
1365 , 11269 , 28 , 22598
1366 , 11278 , 31 , 22622
1367 , 11284 , 31 , 22634
1368 , 11297 , 22 , 22642
1369 , 11304 , 23 , 22658
1370 , 11315 , 34 , 22702
1371 , 11325 , 26 , 22706
1372 , 11334 , 33 , 22738
1373 , 11343 , 38 , 22766
1374 , 11356 , 35 , 22786
1375 , 11366 , 31 , 22798
1376 , 11376 , 33 , 22822
1377 , 11382 , 39 , 22846
1378 , 11397 , 38 , 22874
1379 , 11409 , 32 , 22886
1380 , 11419 , 26 , 22894
1381 , 11429 , 36 , 22934
1382 , 11437 , 32 , 22942
1383 , 11447 , 34 , 22966
1384 , 11457 , 30 , 22978
1385 , 11467 , 22 , 22982
1386 , 11476 , 19 , 22994
1387 , 11483 , 18 , 23006
1388 , 11490 , 27 , 23038
1389 , 11497 , 28 , 23054
1390 , 11507 , 40 , 23098
1391 , 11516 , 33 , 23102
1392 , 11524 , 53 , 23158
1393 , 11534 , 51 , 23174
1394 , 11549 , 42 , 23186
1395 , 11562 , 33 , 23194
1396 , 11570 , 45 , 23234
1397 , 11582 , 37 , 23242
1398 , 11595 , 36 , 23266
1399 , 11603 , 52 , 23314
1400 , 11612 , 63 , 23354
1401 , 11623 , 56 , 23362
1402 , 11639 , 48 , 23378
1403 , 11652 , 45 , 23398
1404 , 11663 , 36 , 23402
1405 , 11671 , 44 , 23434
1406 , 11683 , 34 , 23438
1407 , 11694 , 35 , 23462
1408 , 11703 , 38 , 23486
1409 , 11716 , 59 , 23554
1410 , 11726 , 51 , 23558
1411 , 11741 , 40 , 23566
1412 , 11754 , 33 , 23578
1413 , 11761 , 38 , 23602
1414 , 11769 , 36 , 23614
1415 , 11775 , 36 , 23626
1416 , 11788 , 31 , 23642
1417 , 11798 , 27 , 23654
1418 , 11807 , 22 , 23662
1419 , 11817 , 14 , 23666
1420 , 11823 , 14 , 23678
1421 , 11831 , 30 , 23726
1422 , 11842 , 23 , 23734
1423 , 11851 , 34 , 23774
1424 , 11862 , 33 , 23794
1425 , 11872 , 29 , 23806
1426 , 11881 , 26 , 23818
1427 , 11892 , 29 , 23846
1428 , 11899 , 26 , 23854
1429 , 11904 , 27 , 23866
1430 , 11911 , 26 , 23878
1431 , 11924 , 15 , 23882
1432 , 11933 , 18 , 23906
1433 , 11941 , 16 , 23918
1434 , 11949 , 18 , 23938
1435 , 11956 , 13 , 23942
1436 , 11965 , 14 , 23962
1437 , 11971 , 14 , 23974
1438 , 11981 , 24 , 24014
1439 , 11990 , 19 , 24022
1440 , 11998 , 37 , 24074
1441 , 12005 , 34 , 24082
1442 , 12013 , 28 , 24086
1443 , 12023 , 24 , 24098
1444 , 12032 , 37 , 24142
1445 , 12040 , 31 , 24146
1446 , 12050 , 45 , 24194
1447 , 12060 , 39 , 24202
1448 , 12072 , 33 , 24214
1449 , 12081 , 26 , 24218
1450 , 12090 , 21 , 24226
1451 , 12100 , 17 , 24238
1452 , 12108 , 33 , 24286
1453 , 12114 , 33 , 24298
1454 , 12126 , 29 , 24314
1455 , 12135 , 24 , 24322
1456 , 12144 , 17 , 24326
1457 , 12153 , 42 , 24394
1458 , 12158 , 43 , 24406
1459 , 12169 , 40 , 24422
1460 , 12182 , 43 , 24454
1461 , 12192 , 45 , 24478
1462 , 12204 , 35 , 24482
1463 , 12210 , 39 , 24502
1464 , 12222 , 29 , 24506
1465 , 12229 , 32 , 24526
1466 , 12240 , 27 , 24538
1467 , 12250 , 25 , 24554
1468 , 12256 , 23 , 24562
1469 , 12266 , 21 , 24578
1470 , 12275 , 24 , 24602
1471 , 12284 , 37 , 24646
1472 , 12294 , 33 , 24658
1473 , 12305 , 36 , 24686
1474 , 12314 , 31 , 24694
1475 , 12328 , 43 , 24746
1476 , 12335 , 40 , 24754
1477 , 12347 , 30 , 24758
1478 , 12356 , 33 , 24782
1479 , 12366 , 33 , 24802
1480 , 12375 , 32 , 24818
1481 , 12383 , 28 , 24826
1482 , 12390 , 29 , 24842
1483 , 12398 , 33 , 24866
1484 , 12410 , 25 , 24874
1485 , 12423 , 26 , 24902
1486 , 12430 , 25 , 24914
1487 , 12441 , 30 , 24946
1488 , 12451 , 26 , 24958
1489 , 12458 , 27 , 24974
1490 , 12468 , 21 , 24982
1491 , 12479 , 16 , 24994
1492 , 12484 , 17 , 25006
1493 , 12492 , 17 , 25022
1494 , 12499 , 16 , 25034
1495 , 12505 , 20 , 25054
1496 , 12515 , 22 , 25078
1497 , 12523 , 16 , 25082
1498 , 12530 , 15 , 25094
1499 , 12537 , 14 , 25106
1500 , 12546 , 21 , 25138
1501 , 12552 , 23 , 25154
1502 , 12558 , 23 , 25166
1503 , 12565 , 22 , 25178
1504 , 12573 , 26 , 25202
1505 , 12585 , 24 , 25222
1506 , 12590 , 21 , 25226
1507 , 12595 , 22 , 25238
1508 , 12602 , 33 , 25274
1509 , 12615 , 24 , 25282
1510 , 12625 , 20 , 25294
1511 , 12632 , 19 , 25306
1512 , 12639 , 18 , 25318
1513 , 12644 , 25 , 25342
1514 , 12650 , 37 , 25378
1515 , 12664 , 31 , 25394
1516 , 12674 , 27 , 25406
1517 , 12684 , 27 , 25426
1518 , 12692 , 27 , 25442
1519 , 12701 , 36 , 25478
1520 , 12714 , 27 , 25486
1521 , 12722 , 33 , 25514
1522 , 12732 , 29 , 25526
1523 , 12737 , 42 , 25562
1524 , 12751 , 38 , 25582
1525 , 12759 , 38 , 25598
1526 , 12768 , 39 , 25618
1527 , 12781 , 38 , 25642
1528 , 12789 , 32 , 25646
1529 , 12801 , 26 , 25658
1530 , 12806 , 33 , 25682
1531 , 12816 , 35 , 25706
1532 , 12826 , 61 , 25778
1533 , 12841 , 50 , 25786
1534 , 12854 , 43 , 25798
1535 , 12861 , 44 , 25814
1536 , 12871 , 38 , 25822
1537 , 12882 , 33 , 25834
1538 , 12890 , 27 , 25838
1539 , 12900 , 21 , 25846
1540 , 12909 , 30 , 25882
1541 , 12916 , 35 , 25906
1542 , 12925 , 32 , 25918
1543 , 12938 , 27 , 25934
1544 , 12948 , 23 , 25946
1545 , 12955 , 22 , 25958
1546 , 12962 , 19 , 25966
1547 , 12970 , 29 , 26002
1548 , 12981 , 20 , 26006
1549 , 12988 , 17 , 26014
1550 , 12996 , 11 , 26018
1551 , 13002 , 29 , 26066
1552 , 13011 , 24 , 26074
1553 , 13019 , 22 , 26086
1554 , 13027 , 20 , 26098
1555 , 13036 , 25 , 26126
1556 , 13044 , 47 , 26186
1557 , 13052 , 45 , 26198
1558 , 13062 , 39 , 26206
1559 , 13071 , 36 , 26218
1560 , 13083 , 36 , 26242
1561 , 13091 , 34 , 26254
1562 , 13104 , 41 , 26294
1563 , 13113 , 36 , 26302
1564 , 13125 , 32 , 26318
1565 , 13131 , 30 , 26326
1566 , 13145 , 24 , 26342
1567 , 13154 , 21 , 26354
1568 , 13161 , 20 , 26366
1569 , 13169 , 16 , 26374
1570 , 13181 , 34 , 26434
1571 , 13191 , 26 , 26438
1572 , 13201 , 26 , 26458
1573 , 13208 , 31 , 26482
1574 , 13218 , 29 , 26498
1575 , 13228 , 29 , 26518
1576 , 13239 , 26 , 26534
1577 , 13249 , 40 , 26582
1578 , 13258 , 37 , 26594
1579 , 13268 , 39 , 26618
1580 , 13280 , 31 , 26626
1581 , 13287 , 38 , 26654
1582 , 13298 , 31 , 26662
1583 , 13308 , 27 , 26674
1584 , 13316 , 21 , 26678
1585 , 13325 , 40 , 26734
1586 , 13334 , 45 , 26762
1587 , 13348 , 47 , 26794
1588 , 13357 , 40 , 26798
1589 , 13365 , 44 , 26822
1590 , 13375 , 40 , 26834
1591 , 13386 , 33 , 26842
1592 , 13397 , 42 , 26882
1593 , 13407 , 42 , 26902
1594 , 13419 , 36 , 26914
1595 , 13431 , 30 , 26926
1596 , 13440 , 27 , 26938
1597 , 13452 , 23 , 26954
1598 , 13460 , 25 , 26974
1599 , 13469 , 28 , 26998
1600 , 13478 , 33 , 27026
1601 , 13485 , 36 , 27046
1602 , 13499 , 36 , 27074
1603 , 13509 , 42 , 27106
1604 , 13520 , 45 , 27134
1605 , 13528 , 47 , 27154
1606 , 13540 , 49 , 27182
1607 , 13550 , 45 , 27194
1608 , 13561 , 50 , 27226
1609 , 13572 , 45 , 27238
1610 , 13578 , 47 , 27254
1611 , 13589 , 42 , 27266
1612 , 13597 , 50 , 27298
1613 , 13608 , 59 , 27338
1614 , 13617 , 60 , 27358
1615 , 13635 , 44 , 27362
1616 , 13645 , 40 , 27374
1617 , 13659 , 30 , 27382
1618 , 13665 , 26 , 27386
1619 , 13676 , 19 , 27394
1620 , 13684 , 23 , 27418
1621 , 13693 , 16 , 27422
1622 , 13700 , 19 , 27442
1623 , 13705 , 16 , 27446
1624 , 13713 , 14 , 27458
1625 , 13721 , 28 , 27502
1626 , 13731 , 24 , 27514
1627 , 13740 , 17 , 27518
1628 , 13745 , 16 , 27526
1629 , 13752 , 27 , 27562
1630 , 13762 , 25 , 27578
1631 , 13771 , 26 , 27598
1632 , 13779 , 26 , 27614
1633 , 13786 , 41 , 27658
1634 , 13801 , 28 , 27662
1635 , 13810 , 29 , 27682
1636 , 13817 , 40 , 27718
1637 , 13829 , 42 , 27746
1638 , 13838 , 37 , 27754
1639 , 13851 , 26 , 27758
1640 , 13859 , 22 , 27766
1641 , 13867 , 32 , 27802
1642 , 13876 , 25 , 27806
1643 , 13882 , 23 , 27814
1644 , 13889 , 22 , 27826
1645 , 13901 , 18 , 27842
1646 , 13906 , 23 , 27862
1647 , 13917 , 14 , 27866
1648 , 13926 , 35 , 27926
1649 , 13935 , 30 , 27934
1650 , 13943 , 52 , 27994
1651 , 13958 , 39 , 27998
1652 , 13970 , 37 , 28018
1653 , 13981 , 28 , 28022
1654 , 13992 , 35 , 28058
1655 , 14001 , 30 , 28066
1656 , 14012 , 37 , 28102
1657 , 14023 , 32 , 28114
1658 , 14034 , 35 , 28142
1659 , 14042 , 37 , 28162
1660 , 14054 , 27 , 28166
1661 , 14062 , 23 , 28174
1662 , 14073 , 32 , 28214
1663 , 14083 , 58 , 28286
1664 , 14095 , 52 , 28298
1665 , 14106 , 45 , 28306
1666 , 14117 , 40 , 28318
1667 , 14127 , 44 , 28346
1668 , 14137 , 38 , 28354
1669 , 14148 , 47 , 28394
1670 , 14159 , 46 , 28414
1671 , 14168 , 51 , 28442
1672 , 14182 , 59 , 28486
1673 , 14193 , 54 , 28498
1674 , 14206 , 43 , 28502
1675 , 14222 , 57 , 28562
1676 , 14234 , 57 , 28586
1677 , 14246 , 55 , 28606
1678 , 14260 , 59 , 28642
1679 , 14270 , 51 , 28646
1680 , 14281 , 44 , 28654
1681 , 14293 , 46 , 28682
1682 , 14302 , 43 , 28694
1683 , 14313 , 54 , 28738
1684 , 14328 , 57 , 28774
1685 , 14337 , 50 , 28778
1686 , 14349 , 50 , 28802
1687 , 14360 , 45 , 28814
1688 , 14371 , 38 , 28822
1689 , 14382 , 35 , 28838
1690 , 14396 , 25 , 28846
1691 , 14401 , 28 , 28862
1692 , 14410 , 25 , 28874
1693 , 14421 , 24 , 28894
1694 , 14426 , 21 , 28898
1695 , 14431 , 28 , 28922
1696 , 14439 , 38 , 28958
1697 , 14448 , 39 , 28978
1698 , 14456 , 45 , 29006
1699 , 14471 , 46 , 29038
1700 , 14479 , 52 , 29066
1701 , 14493 , 42 , 29074
1702 , 14506 , 35 , 29086
1703 , 14517 , 30 , 29098
1704 , 14526 , 23 , 29102
1705 , 14534 , 21 , 29114
1706 , 14543 , 16 , 29122
1707 , 14549 , 12 , 29126
1708 , 14559 , 30 , 29182
1709 , 14567 , 24 , 29186
1710 , 14578 , 41 , 29242
1711 , 14590 , 35 , 29254
1712 , 14601 , 26 , 29258
1713 , 14609 , 22 , 29266
1714 , 14616 , 21 , 29278
1715 , 14627 , 24 , 29306
1716 , 14634 , 21 , 29314
1717 , 14640 , 27 , 29338
1718 , 14650 , 31 , 29366
1719 , 14658 , 39 , 29398
1720 , 14668 , 43 , 29426
